1	1	2	1.48	0.177566019	0.131422297	0.000112461	0.177566019	0.131422297	0.000112461	305	1
2	2	3	0.733	0.1597715	0.113	9.73894E-05	0.1597715	0.113	9.73894E-05	305	1
3	3	4	0.763	0.239256071	0.195311927	0.000164594	0.239256071	0.195311927	0.000164594	305	1
4	4	5	1.433	0.24564405	0.201907188	0.000170083	0.24564405	0.201907188	0.000170083	305	1
5	5	6	0.2	0.1597715	0.113	9.73894E-05	0.1597715	0.113	9.73894E-05	305	1
6	3	7	1.225	0.350299861	0.267395102	0.000104024	0.350299861	0.267395102	0.000104024	240	1
7	7	8	0.039	0.489711	0.351	3.14159E-06	0.489711	0.351	3.14159E-06	240	1
8	8	9	0.559	0.489711	0.351	3.14159E-06	0.489711	0.351	3.14159E-06	240	1
9	9	10	2.436	0.244191958	0.124058292	8.33399E-05	0.244191958	0.124058292	8.33399E-05	240	1
10	10	11	0.89	0.494	0.135	5.96903E-05	0.494	0.135	5.96903E-05	165	1
11	11	12	0.656	0.678721157	0.253768293	4.36873E-05	0.678721157	0.253768293	4.36873E-05	120	1
12	12	13	1.137	0.267372768	0.127902375	8.25882E-05	0.267372768	0.127902375	8.25882E-05	120	1
13	13	14	0.058	1.10777069	0.385	3.14159E-06	1.10777069	0.385	3.14159E-06	120	1
14	14	15	0.08	1.107765	0.385	3.14159E-06	1.107765	0.385	3.14159E-06	120	1
15	14	16	0.04	1.107765	0.385	3.14159E-06	1.107765	0.385	3.14159E-06	120	1
16	16	17	0.038	1.107765	0.385	3.14159E-06	1.107765	0.385	3.14159E-06	120	1
17	11	18	0.492	1.107765	0.385	3.14159E-06	1.107765	0.385	3.14159E-06	120	1
18	10	19	0.614	0.1597715	0.11309772	9.69596E-05	0.1597715	0.11309772	9.69596E-05	305	1
19	8	20	0.03	1.107765	0.385	3.14159E-06	1.107765	0.385	3.14159E-06	120	1
20	20	21	0.03	1.107765	0.385	3.14159E-06	1.107765	0.385	3.14159E-06	120	1
