1	1	2	0.835	0.355430925	0.202700599	0.000130713	0.355430925	0.202700599	0.000130713	280	1
2	2	3	0.372	0.209378134	0.166215054	0.000131222	0.209378134	0.166215054	0.000131222	305	1
3	3	4	0.296	0.1597715	0.117	7.97965E-05	0.1597715	0.117	7.97965E-05	305	1
4	4	5	0.457	0.1597715	0.117	7.97965E-05	0.1597715	0.117	7.97965E-05	305	1
5	5	6	0.25	0.1597715	0.117	7.97965E-05	0.1597715	0.117	7.97965E-05	305	1
6	2	7	0.279	0.360336188	0.209924731	0.000139102	0.360336188	0.209924731	0.000139102	280	1
7	7	8	0.2	0.1597715	0.117	7.97965E-05	0.1597715	0.117	7.97965E-05	305	1
8	8	9	0.253	0.126810423	0.111462451	0.000103817	0.126810423	0.111462451	0.000103817	305	1
9	9	10	0.168	0.1597715	0.115951786	8.44041E-05	0.1597715	0.115951786	8.44041E-05	305	1
10	10	11	0.251	0.1597715	0.117	7.97965E-05	0.1597715	0.117	7.97965E-05	305	1
11	10	12	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
12	10	13	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
13	9	14	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
14	9	15	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
15	9	16	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
16	9	17	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
17	9	18	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
18	9	19	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
19	8	20	0.205	0.119092707	0.11102439	0.000105665	0.119092707	0.11102439	0.000105665	305	1
20	20	21	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
21	2	22	0.551	0.172082732	0.15699637	0.000140768	0.172082732	0.15699637	0.000140768	305	1
22	22	23	0.768	0.098	0.11	0.000109956	0.098	0.11	0.000109956	305	1
23	23	24	0.509	0.098	0.11	0.000109956	0.098	0.11	0.000109956	305	1
24	2	25	0.351	0.36215207	0.213079772	0.000142881	0.36215207	0.213079772	0.000142881	280	1
25	2	26	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
26	2	27	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
27	2	28	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	305	1
28	1	29	0.833	0.38086228	0.213559424	0.000136938	0.38086228	0.213559424	0.000136938	280	1
