1	1	2	0.545	0.144	0.117	0.00008	0.432	0.117	0.00008	275	1
2	2	3	0.119	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
3	3	4	0.122	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
4	4	5	0.468	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
5	5	6	0.221	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
6	5	7	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
7	5	8	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
8	4	9	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
9	4	10	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
10	3	11	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
11	3	12	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
12	2	13	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
13	1	14	0.59	0.144	0.117	0.00008	0.432	0.117	0.00008	275	1
14	14	15	0.057	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
15	15	16	0.092	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
16	16	17	0.048	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
17	16	18	0.072	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
18	18	19	0.042	0.264	0.114	0.000091	0.792	0.114	0.000091	230	1
19	18	20	0.089	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
20	20	21	0.48	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
21	20	22	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
22	18	23	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
23	16	24	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
24	15	25	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
25	14	26	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
26	1	27	0.245	0.144	0.117	0.00008	0.432	0.117	0.00008	275	1
27	27	28	0.196	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
28	28	29	0.045	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
29	29	30	0.3	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
30	30	31	0.175	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
31	31	32	0.1	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
32	32	33	0.16	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
33	33	34	0.55	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
34	33	35	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
35	32	36	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
36	31	37	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
37	31	38	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
38	30	39	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
39	29	40	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
40	29	41	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
41	28	42	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
42	28	43	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
43	27	44	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
44	1	45	0.33	0.144	0.117	0.00008	0.432	0.117	0.00008	275	1
45	45	46	0.145	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
46	46	47	0.642	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
47	1	48	0.275	0.144	0.117	0.00008	0.432	0.117	0.00008	275	1
48	48	49	0.215	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
49	49	50	0.115	0.145	0.112	0.000083	0.435	0.112	0.000083	273	1
50	50	51	0.781	0.144	0.117	0.00008	0.432	0.117	0.00008	275	1
51	49	52	0.05	0.2	-8.62513E-17	0	0.2	0	0	500	1
52	1	53	0.75	0.09	0.108	0.000103	0.266	0.108	0.000103	250	2
